0	52720000
0.005	52230000
0.01	52310000
0.015	52280000
0.02	52230000
0.025	52170000
0.03	52100000
0.035	51920000
0.04	51570000
0.045	51050000
0.05	50340000
0.055	49510000
0.06	48540000
0.065	47460000
0.07	46300000
0.075	45050000
0.08	43740000
0.085	42390000
0.09	41050000
0.095	39690000
0.1	38320000
0.105	36920000
0.11	35500000
0.115	34050000
0.12	32580000
0.125	31110000
0.13	29660000
0.135	28210000
0.14	26780000
0.145	25380000
0.15	24040000
0.155	22760000
0.16	21540000
0.165	20360000
0.17	19220000
0.175	18100000
0.18	16980000
0.185	15870000
0.19	14780000
0.195	13760000
0.2	12820000
0.205	11960000
0.21	11190000
0.215	10520000
0.22	9943000
0.225	9450000
0.23	9040000
0.235	8709000
0.24	8458000
0.245	8290000
0.25	8203000
0.255	8195000
0.26	8256000
0.265	8403000
0.27	8616000
0.275	8886000
0.28	9216000
0.285	9583000
0.29	9967000
0.295	10360000
0.3	10780000
0.305	11230000
0.31	11690000
0.315	12150000
0.32	12590000
0.325	13020000
0.33	13460000
0.335	13890000
0.34	14290000
0.345	14630000
0.35	14890000
0.355	15070000
0.36	15180000
0.365	15280000
0.37	15350000
0.375	15410000
0.38	15440000
0.385	15450000
0.39	15480000
0.395	15520000
0.4	15580000
0.405	15640000
0.41	15710000
0.415	15770000
0.42	15900000
0.425	16020000
0.43	16210000
0.435	16460000
0.44	16800000
0.445	17200000
0.45	17670000
0.455	18190000
0.46	18720000
0.465	19270000
0.47	19820000
0.475	20350000
0.48	20870000
0.485	21370000
0.49	21850000
0.495	22340000
0.5	22890000
0.505	23470000
0.51	24120000
0.515	24850000
0.52	25620000
0.525	26420000
0.53	27210000
0.535	27970000
0.54	28660000
0.545	29280000
0.55	29820000
0.555	30240000
0.56	30600000
0.565	30840000
0.57	31010000
0.575	31110000
0.58	31140000
0.585	31120000
0.59	31040000
0.595	30930000
0.6	30790000
0.605	30650000
0.61	30490000
0.615	30340000
0.62	30240000
0.625	30140000
0.63	30050000
0.635	30040000
0.64	30040000
0.645	29970000
0.65	29880000
0.655	29780000
0.66	29630000
0.665	29470000
0.67	29280000
0.675	29050000
0.68	28780000
0.685	28460000
0.69	28170000
0.695	27910000
0.7	27640000
0.705	27380000
0.71	27120000
0.715	26860000
0.72	26610000
0.725	26340000
0.73	26030000
0.735	25690000
0.74	25320000
0.745	24930000
0.75	24540000
0.755	24160000
0.76	23760000
0.765	23380000
0.77	23040000
