0	-55110
0.005	-53340
0.01	-53370
0.015	-53550
0.02	-53630
0.025	-53600
0.03	-53470
0.035	-53260
0.04	-52940
0.045	-52510
0.05	-52050
0.055	-51550
0.06	-51090
0.065	-50670
0.07	-50310
0.075	-49970
0.08	-49650
0.085	-49370
0.09	-49100
0.095	-48810
0.1	-48500
0.105	-48180
0.11	-47860
0.115	-47530
0.12	-47140
0.125	-46770
0.13	-46370
0.135	-45970
0.14	-45640
0.145	-45360
0.15	-45130
0.155	-44900
0.16	-44690
0.165	-44470
0.17	-44250
0.175	-44000
0.18	-43750
0.185	-43560
0.19	-43380
0.195	-43230
0.2	-43100
0.205	-43020
0.21	-42920
0.215	-42800
0.22	-42670
0.225	-42520
0.23	-42370
0.235	-42220
0.24	-42010
0.245	-41830
0.25	-41610
0.255	-41390
0.26	-41180
0.265	-40970
0.27	-40740
0.275	-40550
0.28	-40340
0.285	-40110
0.29	-39850
0.295	-39590
0.3	-39310
0.305	-39030
0.31	-38750
0.315	-38480
0.32	-38220
0.325	-37930
0.33	-37650
0.335	-37430
0.34	-37220
0.345	-36960
0.35	-36700
0.355	-36450
0.36	-36190
0.365	-36000
0.37	-35730
0.375	-35490
0.38	-35260
0.385	-35070
0.39	-34900
0.395	-34700
0.4	-34500
0.405	-34300
0.41	-34100
0.415	-33910
0.42	-33690
0.425	-33510
0.43	-33320
0.435	-33150
0.44	-33000
0.445	-32830
0.45	-32680
0.455	-32530
0.46	-32380
0.465	-32230
0.47	-32090
0.475	-31960
0.48	-31850
0.485	-31760
0.49	-31680
0.495	-31610
0.5	-31540
0.505	-31480
0.51	-31430
0.515	-31400
0.52	-31370
0.525	-31340
0.53	-31320
0.535	-31270
0.54	-31220
0.545	-31140
0.55	-31060
0.555	-31000
0.56	-30930
0.565	-30890
0.57	-30840
0.575	-30800
0.58	-30770
0.585	-30760
0.59	-30770
0.595	-30810
0.6	-30850
0.605	-30900
0.61	-30980
0.615	-31090
0.62	-31210
0.625	-31370
0.63	-31540
0.635	-31770
0.64	-32010
0.645	-32270
0.65	-32550
0.655	-32850
0.66	-33160
0.665	-33490
0.67	-33820
0.675	-34160
0.68	-34470
0.685	-34770
0.69	-35040
0.695	-35340
0.7	-35630
0.705	-35910
0.71	-36190
0.715	-36460
0.72	-36680
0.725	-36910
0.73	-37130
0.735	-37360
0.74	-37600
0.745	-37890
0.75	-38200
0.755	-38510
0.76	-38810
0.765	-39100
0.77	-39350
0.775	-39580
0.78	-39780
0.785	-39960
0.79	-40110
0.795	-40230
0.8	-40350
0.805	-40460
0.81	-40550
0.815	-40660
0.82	-40770
0.825	-40870
0.83	-40980
0.835	-41100
0.84	-41230
0.845	-41370
0.85	-41500
0.855	-41620
0.86	-41740
0.865	-41850
0.87	-41970
0.875	-42110
0.88	-42280
0.885	-42460
0.89	-42680
0.895	-42950
0.9	-43230
0.905	-43530
0.91	-43880
0.915	-44220
0.92	-44600
0.925	-45000
0.93	-45420
0.935	-45860
0.94	-46330
0.945	-46810
0.95	-47340
0.955	-47870
0.96	-48430
0.965	-49010
0.97	-49620
0.975	-50250
0.98	-50920
0.985	-51620
0.99	-52330
0.995	-53070
1	-53810
1.005	-54590
1.01	-55380
1.015	-56170
1.02	-56990
1.025	-57810
1.03	-58650
1.035	-59490
1.04	-60300
1.045	-61140
1.05	-61970
1.055	-62820
1.06	-63670
1.065	-64520
1.07	-65350
1.075	-66200
1.08	-67030
1.085	-67840
1.09	-68650
1.095	-69440
1.1	-70230
1.105	-70990
1.11	-71730
1.115	-72480
1.12	-73230
1.125	-73970
1.13	-74680
1.135	-75360
1.14	-76000
1.145	-76620
1.15	-77220
1.155	-77770
1.16	-78280
1.165	-78760
1.17	-79190
1.175	-79570
1.18	-79920
1.185	-80240
1.19	-80520
1.195	-80770
1.2	-80990
1.205	-81180
1.21	-81340
1.215	-81450
1.22	-81530
1.225	-81580
1.23	-81620
1.235	-81660
1.24	-81700
1.245	-81730
1.25	-81750
1.255	-81770
1.26	-81800
1.265	-81830
1.27	-81820
1.275	-81790
1.28	-81750
1.285	-81680
1.29	-81590
1.295	-81510
1.3	-81410
1.305	-81300
1.31	-81180
1.315	-81050
1.32	-80890
1.325	-80700
1.33	-80480
1.335	-80230
1.34	-79960
1.345	-79680
1.35	-79400
1.355	-79090
1.36	-78780
1.365	-78480
1.37	-78170
1.375	-77880
1.38	-77570
1.385	-77260
1.39	-76970
1.395	-76680
1.4	-76400
1.405	-76140
1.41	-75870
1.415	-75600
1.42	-75320
1.425	-75070
1.43	-74820
1.435	-74580
1.44	-74350
1.445	-74120
1.45	-73890
1.455	-73670
1.46	-73450
1.465	-73230
1.47	-73010
1.475	-72810
1.48	-72600
1.485	-72400
1.49	-72210
1.495	-72040
1.5	-71880
1.505	-71720
1.51	-71560
1.515	-71410
1.52	-71260
1.525	-71110
1.53	-70960
1.535	-70800
1.54	-70640
1.545	-70480
1.55	-70260
1.555	-70060
1.56	-69850
1.565	-69640
1.57	-69450
1.575	-69260
1.58	-69100
1.585	-68920
1.59	-68740
1.595	-68540
1.6	-68340
1.605	-68140
1.61	-67950
1.615	-67770
1.62	-67600
1.625	-67460
1.63	-67320
1.635	-67190
1.64	-67070
1.645	-66950
1.65	-66860
1.655	-66750
1.66	-66620
1.665	-66490
1.67	-66360
1.675	-66220
1.68	-66060
1.685	-65870
1.69	-65710
1.695	-65560
1.7	-65320
1.705	-65090
1.71	-64870
1.715	-64630
1.72	-64450
1.725	-64240
1.73	-63960
1.735	-63700
1.74	-63440
1.745	-63110
1.75	-62750
1.755	-62350
1.76	-61960
1.765	-61590
1.77	-61220
1.775	-60820
1.78	-60460
1.785	-60130
1.79	-59790
1.795	-59440
1.8	-59090
1.805	-58700
1.81	-58320
1.815	-57900
1.82	-57500
1.825	-57130
1.83	-56740
1.835	-56350
1.84	-55950
1.845	-55530
1.85	-55110
1.855	-54690
1.86	-54230
1.865	-53760
1.87	-53290
1.875	-52800
1.88	-52280
1.885	-51760
1.89	-51240
1.895	-50730
1.9	-50230
1.905	-49730
1.91	-49250
1.915	-48810
1.92	-48340
1.925	-47880
1.93	-47460
1.935	-47020
1.94	-46620
1.945	-46190
1.95	-45770
1.955	-45370
1.96	-45010
1.965	-44640
1.97	-44310
1.975	-43980
1.98	-43630
1.985	-43340
1.99	-43020
1.995	-42780
2	-42560
2.005	-42390
2.01	-42230
2.015	-42110
2.02	-42010
2.025	-41990
2.03	-42020
2.035	-42070
2.04	-42140
2.045	-42230
2.05	-42350
2.055	-42380
2.06	-42560
2.065	-42790
2.07	-43030
2.075	-43280
2.08	-43540
2.085	-43800
2.09	-44050
2.095	-44280
2.1	-44500
2.105	-44730
2.11	-44960
2.115	-45200
2.12	-45430
2.125	-45630
2.13	-45820
2.135	-46000
2.14	-46160
2.145	-46290
2.15	-46420
2.155	-46560
2.16	-46720
2.165	-46870
2.17	-47060
2.175	-47250
2.18	-47450
2.185	-47660
2.19	-47860
2.195	-48060
2.2	-48260
2.205	-48450
2.21	-48620
2.215	-48790
2.22	-48950
2.225	-49110
2.23	-49270
2.235	-49420
2.24	-49580
2.245	-49740
2.25	-49900
2.255	-50050
2.26	-50210
2.265	-50370
2.27	-50520
2.275	-50650
2.28	-50790
2.285	-50900
2.29	-51010
2.295	-51130
2.3	-51250
2.305	-51380
2.31	-51530
2.315	-51680
2.32	-51820
